t,rpm,torque,power,engine_load,cht_c1,cht_c2,cht_c3,cht_c4,egt_c1,egt_c2,egt_c3,egt_c4,oil_pressure,oil_temperature,fuel_flow,rail_pressure,injection_timing,boost_pressure,map,intake_temperature,air_mass_flow,coolant_temperature,vibration_rms_x,vibration_order_1x,vibration_rms_x_bearing_proxy,vibration_order_1x_bearing_proxy,battery_voltage,battery_current,alternator_power,altitude,ambient_pressure,ambient_temperature,air_density,throttle,engine_state,engine_id,mission_id,data_origin
0,781.335156190103,21.0,1.71824575067478,0.14,16.7019817721142,16.7019817721142,16.7019817721142,16.7019817721142,766.426221625677,766.426221625677,766.426221625677,766.426221625677,0.890312946062664,18.1328234171985,2.94958152998578,321.257377528735,0.212573775287348,0.00709275,102.034275,20.2667767596451,0.0141342731202717,17.7087342228081,2426.00909290235,708.015133604158,0.0514587324303288,0.0121655720513328,27.1469161577224,-3.58235605564256,0.402750080510362,0.0,101.325,20.0578642810206,1.20388068481991,0.14,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
1,782.809775523502,21.1185713274558,1.73120856936222,0.140904761904762,16.7315907745364,16.7315907745364,16.7315907745364,16.7315907745364,755.683585792184,755.683585792184,755.683585792184,755.683585792184,0.891078273496698,18.1843476396134,2.90860112267623,321.435133610402,0.214351336104018,0.0072743309208085,101.956096091845,20.2201333819833,0.0141523484264577,17.7481630029903,2426.00909290235,708.015133604158,0.0514696182687169,0.0122115357235457,27.1467141464061,-3.55438252713758,0.403510193568816,8.02205058652323,101.228662999764,20.0057209522082,1.20294999796737,0.140904761904762,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
2,785.434398153777,21.2369736613152,1.74675165619912,0.141809523809524,16.7606436807674,16.7606436807674,16.7606436807674,16.7606436807674,735.837151032338,735.837151032338,735.837151032338,735.837151032338,0.89244045264181,18.2345410649174,2.83371101717212,321.64510017538,0.216451001753795,0.0074575498859502,101.878155169758,20.1735458777975,0.0141911972063394,17.7865904215941,2426.00909290235,708.015133604158,0.0514891405895841,0.012293559234573,27.1465144972401,-3.504571762899,0.404863091831844,16.0441011730465,101.132400181163,19.9535776233958,1.20201986166885,0.141809523809524,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
3,788.273875248846,21.3552079237492,1.76282644025691,0.142714285714286,16.7889861112419,16.7889861112419,16.7889861112419,16.7889861112419,714.347374213913,714.347374213913,714.347374213913,714.347374213913,0.893914141254151,18.2830776929476,2.75250141569073,321.861948447619,0.218619484476187,0.0076424049443008,101.80045199492,20.1270142907416,0.014233895914693,17.8238634268977,2426.00909290235,708.015133604158,0.0515104741076042,0.0123826064618949,27.1463178134056,-3.45068015577231,0.406326739818993,24.0661517595697,101.03621150049,19.9014342945834,1.20109027569864,0.142714285714286,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
4,791.145932883517,21.4732750355294,1.77903095352801,0.143619047619048,16.8165896991066,16.8165896991066,16.8165896991066,16.8165896991066,692.664707208731,692.664707208731,692.664707208731,692.664707208731,0.895404739166545,18.329900733795,2.67034936719927,322.080704532809,0.220807045328091,0.0078288941462934,101.722986328682,20.0805386643024,0.0142771484533235,17.8599584157791,2426.00909290235,708.015133604158,0.0515322790771961,0.0124730023206132,27.1461242024406,-3.39616872794649,0.40780718189872,32.0882023460929,100.940096914053,19.849290965771,1.2001612398311,0.143619047619048,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
5,794.015227472886,21.5911759160293,1.7952864174708,0.14452380952381,16.8434507478612,16.8434507478612,16.8434507478612,16.8434507478612,671.068484832338,671.068484832338,671.068484832338,671.068484832338,0.896893903058428,18.3750060884749,2.5882972995841,322.300392970551,0.223003929705514,0.008017015543916,101.645757932572,20.0341190417994,0.0143203166120049,17.8948770862003,2426.00909290235,708.015133604158,0.0515542921336389,0.012563639496602,27.1459336754229,-3.34170860933908,0.409286199728292,40.1102529326161,100.84405637818,19.7971476369586,1.1992327538406,0.14452380952381,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
6,796.875002233504,21.7089114832261,1.81157729595766,0.145428571428571,16.869570333026,16.869570333026,16.869570333026,16.869570333026,649.610907715571,649.610907715571,649.610907715571,649.610907715571,0.898378126159189,18.418399827024,2.50654438950902,322.520821347101,0.225208213471012,0.0082067671907112,101.568766568287,19.9877554663842,0.0143632789784544,17.9286259886714,2426.00909290235,708.015133604158,0.0515764613987386,0.0126543024468191,27.1457462248003,-3.28742812340998,0.410760310429641,48.1323035191394,100.748089849216,19.7450043081462,1.19830481750161,0.145428571428571,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
7,799.724039033178,21.8264826537016,1.82790038087049,0.146333333333333,16.8949504408983,16.8949504408983,16.8949504408983,16.8949504408983,628.300339734893,628.300339734893,628.300339734893,628.300339734893,0.89985677625822,18.460089937165,2.42512645396094,322.741950000684,0.227419500006844,0.0083981471417754,101.492011997702,19.9414479810393,0.0144060142025504,17.9612125586417,2426.00909290235,708.015133604158,0.051598776412912,0.0127449490901173,27.1455618395108,-3.23335042462342,0.412228886099576,56.1543541056626,100.652197283525,19.6928609793338,1.19737743058861,0.146333333333333,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
8,803.266759990331,22.0076390106107,1.85123634236134,0.147238095238095,16.9199212617925,16.9199212617925,16.9199212617925,16.9199212617925,625.311890941501,625.311890941501,625.311890941501,625.311890941501,0.901695448434982,18.5007708933381,2.42250628384134,323.050669373736,0.230506693737361,0.0087942220605076,101.435800843537,19.9011930733958,0.0144638042828953,17.9929808473969,2426.00909290235,708.015133604158,0.0516268456274,0.0128581176474392,27.1453807508969,-3.16609922939869,0.414055030922851,64.1764046921858,100.556378637486,19.6407176505214,1.19645059287616,0.147238095238095,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
9,807.860480339956,22.2153563870047,1.8793958613616,0.148142857142857,16.9449625491448,16.9449625491448,16.9449625491448,16.9449625491448,623.787221001294,623.787221001294,623.787221001294,623.787221001294,0.904079589296437,18.5414404339829,2.42927431042644,323.419912504767,0.234199125047671,0.0092774105585238,101.388374923352,19.8635264576062,0.0145415877557076,18.0244272422063,2426.00909290235,708.015133604158,0.0516637758841036,0.0130056041229495,27.1452041074781,-3.07888906116897,0.416422928010287,72.198455278709,100.460633867499,19.588574321709,1.19552430413886,0.148142857142857,CLIMB,UNIT-mechanicalvibration-0063,high_altitude_transit-M006,SIMULATED
